reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOGaChsXYJvHpj8XBz3hFOk2ZH2XthC-G9zjuar-vjn-kkIiupM_d8mPyci7W75RKIfT2vCcB5kNS5KkVG4,Muhammad Abrar Acyuta,https://play-lh.googleusercontent.com/a-/AOh14GjbLDrpaxMkcqQS6qMDt2gOl3nDE122J1oqELIy,"Terima kasih GUBERNUR DKI jakarta yang telah bikin apk ini,sangat membantu apk ini di saat pandemi ini di jakarta:)",5,0,1.1.35,2020-08-18 05:40:57,,
gp:AOqpTOGzzZC44hc4BQWLLVEQVXhY0I3J6Ae9WXtCJKCoFFJzHaSp9IRKP5PI0KPPiQAWZmqp6svBR587-l_GAxU,aufar muflih,https://play-lh.googleusercontent.com/a-/AOh14Ggf_7OaChmzzNgApK0zZkrD6kUrxvaGQ2T2Knt45Q,Bagus dan bisa menjaga kota yg lebih baik,5,1,1.1.2,2020-03-21 05:53:53,,
gp:AOqpTOEiKopEav4lbzVMgkP0S_t0BrwcpYSPsxWyg-70Y94PmaJxZ2lh6-WE2RZMqNmr0ykm6u7QNJtXkkuWbo0,Shidqi Naufal Musyaffa,https://play-lh.googleusercontent.com/a-/AOh14Ghwpp3naAujInW8SLc6sytTkWawp1bLfWnG57vLWg,Tolong di perjelas tentang parameter pengukurannya sama diberi penjelasan pada kriteria dan kategori. Tks,5,2,1.1.32,2020-07-19 16:40:58,,
gp:AOqpTOFW-Pv0W1h6SQES_-BnlfkgLx8Z2nds2Uyegv--1-N-vRwCWQ1oafEzExpHA6HRbMBF79XAgvYrEIYD7NE,Bang AL,https://play-lh.googleusercontent.com/a-/AOh14GjJWWWOIYT0UfHHQyv14swgnVjcGHR6nJ_o_oqx,"Ini aplikasi apa,orang butuh pergi bukan buat main2,anak saya sakit kebocoran jantung usia 5 bulan skrg di solo di rmh mertua udah 4 bulan GK jumpa Agustus mau jadwal ECO pengobatan anak.uang pun pas2an mau test rapid uang sgtu skrg berasa gede.kok ini mempersulit,orang di rmh di bilang GK aman.ya org yg berduit apa segala bisa.,ini yg harus naik kereta Krn mengejar tiket murah di malah aneh2in aja.",1,10,1.1.32,2020-07-16 12:31:40,,
gp:AOqpTOFW91-bOXP0XzfK514qIiZTkudrYRtILkdI_kr0DieMbd5eh3UXnPzR77Fx4YYz9su1Ick2qkiIoheCPm4,YULI ASTUTI,https://play-lh.googleusercontent.com/a-/AOh14Gg0jdKQVg_2M7l-YuqAk2igzkOHLlHbL9ChZ9g-jQ,"Agak bingung utk jadwal vaksin dosis 2 krn di form Nov, tp di JAKI nya Okt yg benar yg mana donk? Knp kok China cepat sembuhnya?",1,0,1.2.23,2021-09-20 14:53:30,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #FA",2021-09-20 15:18:14
gp:AOqpTOHmZd1up-RBxXO_CM3Td4YB0-rBb-by-mBsQLmu_Dnz5nlFFnDthcwJ6Afdyt_Qu7j6QxSY7qAEqvncjcQ,SkyStar Comp,https://play-lh.googleusercontent.com/a-/AOh14Giya6gd1HeJLGi6PLFootGlbGQWaC7d6ibAg7uy,Aplikasi gak jelas mau daftar vaksin aja susah,1,0,,2022-02-13 16:59:24,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #IP",2022-02-14 11:43:01
gp:AOqpTOEBQ0r3KxF3aLWtQDYBDf936WUW2SZPF47OQkgoB6dyx7OJrdWVWaayNiUHhqcJBxDEJAEnhyD0GQNq46k,Minimoy Travel,https://play-lh.googleusercontent.com/a-/AOh14GgdG-juaMDekj4h2rtQninrcdfsQhm_94U05Gd8,"Heran , setelah instal jakiclm nya kok gak muncul ya?",1,2,1.1.40,2020-09-26 11:36:54,"Hai JAKIzen, kalian dapat mengakses jakCLM dengan cara klik fitur Jejaki pada beranda kemudian pilih fitur Tes Mandiri Terima Kasih",2020-10-20 16:41:07
gp:AOqpTOF0YlCxNEnariMbZzhCJSq1j-aK7tqQ6BqyxvCQjmsFy9I_cRErwsAtEiMbCkSKx_yslOIH3wDNUpFSgs0,Megha Sari,https://play-lh.googleusercontent.com/a/AATXAJwBHeFB-YVlk4zjEVqP3TydbdJaNbjpzMT6hW3w=mo,"Aplikasi eror kali ya,semua kelurahan sdh penuh,bikin orng males vaksin aja,wong niat mau vaksin,malah bikin kesel aplikasi ya",1,0,1.2.21,2021-07-12 18:44:30,"Hai Kak, mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Silakan melakukan pengecekan secara berkala di JAKI dan https://corona.jakarta.go.id/id/kuota-vaksinasi-jaki untuk melihat kuota pada masing-masing faskes. Terima kasih. #AHL",2021-07-13 10:55:38
gp:AOqpTOFp0_77t0L5gyW96QZ2I62IG27qZ3Qc_Hcgtvl6nG_pRkxohpSvNppg3w6MtyG9p4nLAxKC0jxn8T-Vl4s,Bagus Kurniawan,https://play-lh.googleusercontent.com/a/AATXAJxPREI9eLDmPMGVfnKmk9R5oothT6FX2ULVLcNn=mo,Aplikasi sampah... Lemotttt,1,0,1.2.23,2021-09-06 12:21:37,"Hai Kak, Mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Terima Kasih telah menggunakan JAKI :) #FA",2021-09-06 12:43:30
gp:AOqpTOHzps_jJ6ZaQUUJhWxT7aA52Pb4r2AgFgszOXva_-TYmjIA0Va61b3Z5kBAtaDTI7RFtuMT_RjGrm4oMPs,Sucipto Cipto,https://play-lh.googleusercontent.com/a/AATXAJwu3HEXTM4WMtbc_qafY0zUJ3znUOoC6St7Rm9y=mo,Selama sya tinggal diciracas kekompakan gotong royong sangat bagus saling bahu membahu peduli dengan lingkungannya,5,0,1.1.32,2020-09-14 08:58:48,,
gp:AOqpTOG8xFjJN1le5a21zhVUDf_rpUyvWmMUV0mhsBi-fcD3A878JSWlCLWd4XcY73uiHX3Vlf4zq08fI5Fte8E,donz donz,https://play-lh.googleusercontent.com/a-/AOh14GgGFvtgCAnFGWcOmUX94yIN_3Nwho-xvDF-HfmJXw,"Kenapa harus lapor dulu baru di tindak...kenapa ga langsung sidak aja... Operasi langsung..ga usa nyari nyari pelanggaran...masa di suruh jadi mata mata...klo pengen tau banyak bgt pelanggaran di malem Hari dr pukul 8 keatas.. banyak bgt orang nongkrong di depan gang gang dlm Jakarta.ga anak kecil,ABG,remaja, bapak 2 semua ada...dan kebanyakan ga pake masker.depan rumah pada ngobrol bercanda bercampur...klo ada 1 aja yg terpapar covid dah pasti kena semua itu.. petugas nya mana?????",2,6,1.2.21,2021-07-10 23:54:16,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #HB",2021-07-12 10:08:13
gp:AOqpTOF-dezErAb_CXURzuiePhnuynAcvVQtarC6FcQGb66Q41EyyuGBIiRi5o4qEssYaD-KLI3onEpXLeRaJ8w,thiyo setyo,https://play-lh.googleusercontent.com/a/AATXAJzfjWlNq_0fyoBCOawjk7OIJda2TqH8BjLHEg74=mo,"aplikasi nya sakit corona masa hasil nya 38,37% aplikasi gila",1,1,1.1.37,2020-09-02 11:19:53,"Hai JAKIzen, untuk skor yang didapatkan dari hasil test CLM merupakan hasil dari kuantifikasi jawaban kamu dengan data pada Dinkes DKI Jakarta. Sehingga seluruh jawaban kamu sangat mempengaruhi skor. Terima Kasih",2020-10-20 15:29:24
gp:AOqpTOF3mRzaqN2CaKFVtdKyvRds-QLvgktcl-bhAEcx-3N_7-VvVreRWp0TETnFJDIVdY0IP3Dk9lzXZorA9qM,Arum Rumiyati,https://play-lh.googleusercontent.com/a-/AOh14GgNoF4mgQU1myxfSlWa5PDCNMA2mzpHImBFXZ7Ttw,App nya cepat respon,5,0,1.2.22,2021-08-02 17:30:01,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #HB",2021-08-03 09:03:38
gp:AOqpTOH2tnpcfHcsLwWqu9vSH3AuOGkLd5f1N5Hyz59gfwS_DSKMa8gZogzucLL6ztk9UMbeQQiTyh04pz9sDW4,Prazst Official,https://play-lh.googleusercontent.com/a-/AOh14GjWKZKHcxnJeM3mFyHILh0PITAxOTq-n-1fY19LLw,Saya tidak memperoleh list survey hingga saat ini.,2,5,1.0.10,2019-12-26 19:21:05,,
gp:AOqpTOFokz2Z8Y3p2Vbx78DdmuQRTgPEhutUWJLEHjya96dkOYJ9SRqImdAAfGUajQyAbmhEbpSLwJ36Cs0rIJQ,ROHIM_1510,https://play-lh.googleusercontent.com/a-/AOh14Ghb-gbBTDdxsA5K-LTE2TKRkDPxXzhrGEjR5lbjGA,"Hallo Admin, Kasih Keterangan Dong, Yg BerPotensi Corona Itu Di Level Berapa.?? Contoh Kalo gw Skor 37% Itu gmn Penjelasanya.?? BIAR masyarakat Gampang Menjelaskan Hasil Dari Test Tsb. Kamsamida. 🙏🙏🙏",3,0,1.1.33,2020-07-23 09:16:28,,
gp:AOqpTOG9qj9Fmfy_EbGIwPa9D-1KYS9nLjuLOxkF_9zgtIDfAEYT46-RMWtDRT_1-dSMyoVEy_pS_X6GFiwVGKM,ian gans,https://play-lh.googleusercontent.com/a-/AOh14GgT2FfrXY1aAXV6hkp0Lor1y9dgLuyJ8bRzsqHyqw,ini kenapa aku mau daftar vaksin tahap 2 kuota sudah penuh semua :(,1,0,1.2.23,2021-08-16 06:41:31,"Hai Kak, mohon maaf atas kendala yang dialami, silakan melakukan pengecekan secara berkala di JAKI dan https://corona.jakarta.go.id/id/kuota-vaksinasi-jaki untuk melihat kuota pada masing-masing faskes. Terima kasih. #HB",2021-08-16 11:00:24
gp:AOqpTOG0HWN4HIPcs4AV2bNY35AAjiklrIjzQZS6cn4d_QcjSOLrgYhUjGBk6_JBGPUivtU0IJIT0-Xsf8Y5xjc,Yulia Syafitri,https://play-lh.googleusercontent.com/a/AATXAJxcR0dylaqfpTfwqv2aHQNTI9mxCQ8Tm5yEJ-lA=mo,"Percuma ada aplikasi haji di tengah masyarakat, setiap masyarakat buat laporan, tidak pernah di respon. Kalopun di respon dan ditindaklanjuti sangat lama sekali. Tidak seperti zamannya gubernur sebelumnya.",1,3,1.2.23,2021-08-15 10:36:13,,
gp:AOqpTOFthHKtNIcQX9DyhEaVYRCns6X2d8bpl1g7TPANQ6-Tm2usZWebyGT-NBS-pabcznw9CalYfxwgpHCocAY,Suroso Srs,https://play-lh.googleusercontent.com/a/AATXAJyx56ZeNGnWoTnBnkq0EEIBdVf7PRyFvSrxL8sj=mo,Sangat tepat untuk inforamsi para warga & masyarakat.,5,10,1.0.11,2020-01-12 10:40:22,,
gp:AOqpTOF9RfR2AyyzJZzieF86LYUXwtUjMpFSermJhTCZe3L2KsuZC6gPqjrUB9Wez9TcfSAA_tXEe1ncEKrkPlE,luther danny,https://play-lh.googleusercontent.com/a-/AOh14GidqADnOc7PuQ_bGA1rzkqY1tJEm2AcAX8jgE5NXQ,Update faskes tolong agak cepat,5,0,1.2.23,2021-09-17 18:25:25,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #FA",2021-09-20 11:13:37
gp:AOqpTOFNIUjT5FtQK1wv0I61QgGvDcNK2j3CNd3y8XawmzBXD8IF-B2YGVi0X8egLVy3AGCPEhob6U8KbO_CJJ4,iran syah,https://play-lh.googleusercontent.com/a-/AOh14GiMs2KVGqIDDi_tIV88qyOjog0E7tx0huPkYRB9,"Aplikasi yg bagus, terimakasih JAKI",5,1,1.1.8,2020-03-03 08:32:33,,
gp:AOqpTOHn9QtDojuYFdJPXIPomgKJmJnziDmQ_w7Rz6vy3AB7L19867h9EOTop3VL6GHHbuzhAlyhfBRgi5g2Cg4,Muhammad Diaz Febrio,https://play-lh.googleusercontent.com/a-/AOh14GhZ6N16GErHmHXHtxapKpXli_L1O1Eu5pBOotQ5OA,"Tolong dong kasih riwayat JakCLM, saya lupa untuk SS ataupun downlod hasil tes. Tolong admin direspon karena saya disuruh sekolah untuk mengirimnya saya harus menunggu 1 Minggu lagi untuk melihat hasil tes",3,21,1.2.4,2020-12-03 06:19:54,,
gp:AOqpTOH0RQK2l68IpCc6-lsKaPAVMtgDYWsRUOiyr9LOWCFUfmqy6NDkuKN64ooz4JTF-QCNKNMUNmBsPV2ieeo,Riris Harry Susanto,https://play-lh.googleusercontent.com/a/AATXAJwB4C6bEJQPg54q2UKlp3ksiawST4UkYyMgbPY3=mo,"Useless aps, percuma daftar vaksin online kalo ngantrinya ngga beres",1,0,1.2.33,2021-10-17 12:04:25,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #HB",2021-10-18 09:08:15
gp:AOqpTOEGTP3sNnuFfO5G4jfOVIFSBHqQBLMNXVmKHXGHJ-ivT4DaYOJYdEAd7-HmhsilsyIKJMgHqNoKEL7Wv2Y,Aqhny Addam Nugraha,https://play-lh.googleusercontent.com/a/AATXAJzfoEdho6Bior68jGr9T6H3ajNtpkkzSVLLffeWNg=mo,"Sering"" update informasi terbaru",2,0,,2021-08-27 06:11:32,"Hai Kak, terima kasih atas review yang diberikan. Mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Silakan melakukan pengecekan secara berkala. Terima Kasih #FA",2021-08-27 10:28:35
gp:AOqpTOF7glBmxzwtzlXFhLWWTMY5Ao_dE5OJ2SiOoUHyuj7D_pkSb6YFo515IoNiqWHF0haKmRFbP6LgviRAH1M,Iwan Sagala,https://play-lh.googleusercontent.com/a/AATXAJzEKJyWZJmLuU0SPm9fxdw6p3esIZXyKk6VDiMt=mo,Ini aplikasi bisa buat boking kir mobil ya?,1,0,,2021-09-22 13:35:30,"Hi kak, Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #AI",2021-09-22 15:54:21
gp:AOqpTOG9yIqBksgungi-0FWXMls8HeKZ69en6gTohVIwZjeverUFaveFhe4J3lcIqcoMK-68nxDM0zz62ljllWw,Dary Halim,https://play-lh.googleusercontent.com/a-/AOh14GhsKNomlQ8zPQKU5_OlJempjw0e1kDWdHbGa2sh,"Gw sendiri make sih jaki ini,.. dan emang ada fitur baru yg nama nya clm, tapi menurut gw jaki gak cuma clm aja sih... Dan gw pernah buktiin buat laporan hasil nya sangat memuaskan, jd meskipun beberapa orang hanya tau jaki untuk clm,.. menurut gw jaki dah ada sejak sebelum korona datang dan jaki bener"" bikin gw gampang untuk lapor masalah dan pengecekan harga pangan di pasar, janga patah semangat yg developer jaki saya yakin kalian persembahkan untuk Jakarta yg lebih baik sukses terus",5,4,1.1.32,2020-07-17 18:32:36,,
gp:AOqpTOEY6JcPwwS7Z-4HWaT1WNSYdPQRSWftVQ8CFXkPyQ6kb6j9yn1lLnvLIngw-O4Ddk_NqJ4SnCjoYnXxywI,bima anrico,https://play-lh.googleusercontent.com/a-/AOh14GhlENSktjlmQH-fh1hGh007uSs4Ptru3WV_ukcA7g,"mantap, respon cepat",5,0,1.2.0,2020-11-19 16:56:21,,
gp:AOqpTOHPxbVCYylcP48TX9F7dVxhC_vRluU3llEuGCSQjdeBsd16qyIV4Lu9bgvvnR78Ki4lzkW7ByShUqvVpPk,ali ahmad,https://play-lh.googleusercontent.com/a/AATXAJzJabDIYYyzC0wmz6hh4LaE-W1LuS8bPS0I4Kk3=mo,sangat mempermudah kerja RT RW dan dengan cepat mengetahui keadaan Jakarta saat ini,5,5,1.1.2,2020-01-23 08:47:11,,
gp:AOqpTOGRFAYIAjWIGKCdw3yew3QYpYNOjcfbjsI5124-45aK0pGc98H_tFNtaLNe0ciGb96nABZoBnAa6nbKGMc,glosir 14.000,https://play-lh.googleusercontent.com/a-/AOh14GiAgL2DuUc0WdwzMRanx-6Pxx3x95DQmSi1zZjf,Saya mau tanya pertama saya vaksin di jakarta tapi pas mau vaksin ke dua saya mau vaksin di luar jakarta pake aplikasi ini apakah bisa,4,0,,2021-08-30 22:53:23,,
gp:AOqpTOGYh0RAYYBDXyhdfZsqRQdKqou9YYd2cYlfNGmUGE_auRYOxxUoon_ZDS8MXcAI83XTmDFTW8cg_CAoj9Y,Dhanu Harkenda,https://play-lh.googleusercontent.com/a-/AOh14Gi7FSWr06tIpgaIVVdOloQTpbxFMLUXahyAKfbAWg,gajelas mau daftar vaksin mana tau tempatnya ga tau tanggalnya di situ suruh tulis aja .udah hapus aja aplikasinya gaberguna,1,0,1.2.23,2021-09-23 14:23:51,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #TA",2021-09-24 08:57:23
gp:AOqpTOEecDWLYmh8DyhlSkLWjXrQqXrhgGd67fnoQOhz3xmZFNNZntbMlOEKTbOzrTNpqEqY7Q2Mtc59EYQaBMA,Mat Sani,https://play-lh.googleusercontent.com/a/AATXAJxcmXhGOSmbSNezxtlxsgGz0VsS01wGBGlk2P8K=mo,"Gubernur DKI Jakarta makan reklame liar apa lagi di wilayah tanjung duren Utara tepatnya di jalan Tanjung duren raya reklame bambu liar semua ,dia korupsi buat nyapres cek aja ya para netizen kalo gak caya",1,0,,2021-09-20 14:49:20,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #FA",2021-09-20 15:17:21
gp:AOqpTOHpAYakGGuXyyVEbyd8lTPGopj_Kxfi6lyJvBoi2L_RmukeyniKoX9OsuaWiA-Kl1sBUQ1XfC_PlNVb2vI,Bastian Dewa malam,https://play-lh.googleusercontent.com/a/AATXAJzjI-2dcne3c9evPj5F0G_zFFmu5JliCH8xS4pQ=mo,Sangat membantu untuk masayarakat,5,0,,2021-06-21 14:56:23,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #IK",2021-06-21 15:09:16
gp:AOqpTOELIWUUb8tMydTXi2ThYR-eDbkqmv5fzo1Uh7WTSsnrYEHJF9atb03RMhdFWFDNZIVrJI1PC2Yj68PffJY,Sachdiarni Isah,https://play-lh.googleusercontent.com/a/AATXAJyVjCdEGWjPakF0cEZc5Y-MT3UR8uJHTwDMIh8a=mo,Ternyata mendapat info yang lebih baik,5,1,1.0.11,2020-01-15 15:30:21,,
gp:AOqpTOE_0LQATfrrHU7OlQZSdfqztQvB6aCid_i8IgkYJ89xPw3no-xhxGZ6fRkPGe-wHZozx-yAWLHdyWf2VA8,Rachman Abdul,https://play-lh.googleusercontent.com/a/AATXAJx6UOgAX3R4-IghQVsV0wyP-znBZskuvG7okdP5=mo,"Woy ngasi jadwal yg bener dong, sya dateng 30menit sblum jadwal, malah g ke bgian vaksinnya udah abis sma yg walk in lngsung. Sya kerja udah izin ini g masuk.",1,1,1.2.20,2021-06-23 14:35:33,,
gp:AOqpTOGIBDOet6NWkqEXBS0ijsJ2gVpxMKUsXOhfnBI5woYKwpGg9CpjbvnJQ7ixy1AJlRhobua0zjQBlo2gMbE,Purwadi Bbg,https://play-lh.googleusercontent.com/a/AATXAJwwNFk_2rDQNAoCgpLk9f89EyFSKfQnLUe-cEHN=mo,Sangat membantu dalam informasi,5,0,1.2.34,2021-11-13 09:10:12,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #FA",2021-11-15 09:16:44
gp:AOqpTOErnSEIJOFI6wNuPgwjuf4szQjKX-IN28IEmjosVEP2wTHLOUThpBzKwaPYmuLCZlA75e0UQJ0hCOUeTVU,Ho Zike,https://play-lh.googleusercontent.com/a/AATXAJzAhgNYZe3wskZg4BdLbnS--Wle5h91I1SL74qD=mo,Perbaiki lagi masa prosedur pengisian udah benar bilang masih salah. Bikin emosi,1,0,1.2.18,2021-06-11 08:15:44,"Hi kak, mohon maaf atas ketidaknyamanannya. Untuk mengatasi masalah ini, mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan masalah tersebut melalui email kami di dki@jakarta.go.id Terima kasih telah menggunakan JAKI :) #FA",2021-06-11 10:35:58
gp:AOqpTOHYuXMA6OVnkdU-wchQdjqVgSP5p5-U5g62FHTunnkBEbllBjXZIF7F9GKEG_z91m5p_3Y7o_wORfl8spw,Nuwaira Atia,https://play-lh.googleusercontent.com/a-/AOh14Gj3CZJ72jW4ib6pBF_GKJP2B3S5ODPTnXi99Qdy,Aplikasi yang bermanfaat dan tidak menyulitkan rakyat,5,0,1.2.33,2021-10-12 18:09:53,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #AI",2021-10-13 09:13:45
gp:AOqpTOGAphNkdpAN9wBTIN42DyYzeEL8KUKHS3PW0MXOJEKQaz6v7SBV64nnb-8fr2OJA7yJykvsKjMPgckosdk,Muhammad Aditiya,https://play-lh.googleusercontent.com/a-/AOh14Gj0SNCquJJxClMjFnASjQhLVpPK3RF-WstDLDvR6A,"Aplikasi gk jelas bad gateway terus, lanjutkan korupsi mu nak",1,0,1.2.23,2021-08-30 20:51:06,"Hai Kak, terima kasih atas review yang diberikan. Mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Silakan melakukan pengecekan secara berkala. Terima Kasih #FA",2021-08-31 10:34:41
gp:AOqpTOE-82lX-f9NI5PMOua8NNrd3TIhyY9S0KEz_sZsjmwQ6iPRYcSYklWzgOREvwIzpWwiCslf6pNKUO9BvQc,Devan Eka Saputra,https://play-lh.googleusercontent.com/a-/AOh14Ghn_g9UUw16hecvqdzNahbFoy_5HfUkGcgi_Z0gHQ,"halo min tolong jawab dong, saya pengen vaksin yang kedua tapi harus beda tempat, apakah harus daftar lagi lewat jaki?",3,2,1.2.23,2021-08-06 11:33:15,"Hi kak, Terima kasih atas ulasannya ya. Silakan daftar vaksinasi menggunakan aplikasi Jaki dan pilih waktu dan tanggal yang tersedia. #TA",2021-08-06 15:55:59
gp:AOqpTOHJ88pJQRihArU_fcMtIrJ_GLYZafE5bLt4gtuypGQaThO2A5fth1rQiqh-_DJbsfccixsA3IGnZRbHji4,Edo Setiawan Wardana,https://play-lh.googleusercontent.com/a-/AOh14GjI0NNqpR4f28j4FdvPQCuVmciYi0aw-1B0bRm2ri4,Udah install ini aplikasi kok fitur JakCLM nya gak ada??,1,0,1.1.33,2020-07-26 00:17:13,"Hi Edo, bagi Kamu yang tidak dapat menemukan fitur JakCLM di halaman utama aplikasi JAKI, kamu dapat mengakses dengan memilih menu ""Lainnya"" lalu pilih menu JakCo.",2020-07-26 11:09:03
gp:AOqpTOEj4lCJuO5DZnAgVRi-eshhEuX3pduTIumu0geYXQ1Nb8uSOn6mGd2ESuwgF_PNW8fz9JLdolIYCdkwncw,Yetty Pramono,https://play-lh.googleusercontent.com/a-/AOh14GjbXzi_Hhs8owaTc88w1bDjs_Hf-J6ZVuU0rEc,"Saya mau daftar vaksin anak saya, tapi semua lokasi vaksin di jakarta selatan kenapa kuotanya sudah full semua yah? Jd harus daftar dimana lagi?",2,1,1.2.21,2021-07-10 10:15:47,"Hai Kak, mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Silakan melakukan pengecekan secara berkala di JAKI dan https://corona.jakarta.go.id/id/kuota-vaksinasi-jaki untuk melihat kuota pada masing-masing faskes. Terima kasih. #HB",2021-07-12 09:14:08
gp:AOqpTOHEF4jnQT4Xh_uOgAqnCNKCICPwAeC_9882oeIIoHBx790VsIjVi0xgZvebB8JQUvOEbbtxx5IOoev9U-k,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat membantu dan bermanfaat,5,1,1.1.7,2020-02-23 07:35:57,,
gp:AOqpTOHS-iEs9XqYV49WulLGHadG6IdImqeZOPm9B_VX1JaGJO6e9rhkFLv7C5-5DxLx_vIkJAv1lM90JPDABag,alhabib adelia,https://play-lh.googleusercontent.com/a-/AOh14GhjOmcihyown4Ss5iPjK7DMBFRdtIeda6bdI49a,"Keren sih ini aplikasi, membantu banget 👍👍",5,0,,2021-09-29 11:26:12,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #CTK",2021-09-29 12:54:03
gp:AOqpTOF-i7oMo8U8fH0umhTfqLGElz_ajS3s2LZvrkF9hA3pUkGbfxcaUFzVvDbh2NAgYbaSLdDL6jm-Ou1wwX0,YaNti Pi2,https://play-lh.googleusercontent.com/a/AATXAJxu0dW14kwOOZ8yscfBJM_fcZISEdFve-WgyegK=mo,Ga bisa buat daftar.... Lemot pke banget.,1,0,1.2.23,2021-08-25 12:49:26,"Hai Kak, terima kasih atas review yang diberikan. Mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Silakan melakukan pengecekan secara berkala. Terima Kasih #AHL",2021-08-25 09:49:12
gp:AOqpTOHQFySoqKaZzWhbH2M_ZNgWHGVPJ-YV9ym_7uUMRxtVkN3s02PCsaLCBd4AIeZ5mgOAyhSY3V1M2na_Ft8,Novi Andrianto,https://play-lh.googleusercontent.com/a-/AOh14Gidllj3_6ra8nUDRSaeIzoB89QsL5uByYoizQOTKQ,"Ini bagaimana ya.. saya cek kesehatan baik2 saja tapi nilainya kok berisiko,,,??",1,0,1.1.32,2020-07-21 19:27:13,,
gp:AOqpTOH0Ry6DXMsbsN1N3qkIX7U_vz9mAqpF5IlBHGwCNjxSc-0-RaHJerMfsXHwlHa8r4PN6z4wAhWnnqhLHXk,Adri Langie,https://play-lh.googleusercontent.com/a-/AOh14GgrZBkWjWYTgmwIG2kiIUwWkhsIBIQHUVPmmmdg,Aplikasi JAKI sdh bagus apalgi kalo dikasi kolom utk wilayah kelurahan pembagian dan para penerima BANSOS dgn NIK dan KK. jadi keliatan Rt yg curang dan mana warga miskin dan berkecukupan. Soalnya banyak besan dan teman RT yg menerima BANSOS/BLT. kasian warga miskin. Kami tunggu perubahannya....pak anis.,4,0,,2021-09-19 22:30:50,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #FA",2021-09-20 11:56:13
gp:AOqpTOET1CnHfxJZGPuC81JVbZq-Lb4nxSM-FFv9xULM_G7VIFp0sPyIr3nXNiU4NW5EasNeyNlqVQLVomx5BHQ,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pernah kami mengirim gambar yang Memposting foto lingkungan dalam kondisi pasca banjir tetapi situasi kondusif aman..??,4,2,1.0.11,2020-01-15 18:30:11,,
