userName,review,rating,date,Source
Natanael,Saya download kartu kendali buat vaksin ga bs kk.mohon bantuan perbaiki aplikasi nya.,1,2021-08-25 19:58:36,Google Play Store
Nyai Ocoy,Mantap gan ane mau,5,2022-03-19 17:57:41,Google Play Store
J efrata sinulingga,"Aplikasi nyesatkan gw udah daftar di aplikasi ini untuk vaksin sampai di sana kata satpamnya habis acara saja blm di adkaan udah habis aja, aplikasi ini sama sama nyesatkan sama gubenur anis tolol, sejak dia mimpin hasilnya ambrul adul semu, ngkos gw lu balikin gw naik ojek manual habis uang gw 70 pp,vaksin tanggal 23 sept 2021 di aplikasi ini pas hari H nya sampai di puskesmas kec jagakarsa malah habis.",1,2021-09-23 12:16:15,Google Play Store
Farry Septhian,"Hey Vaksin buat apa pake aplikasi jaki, sudah dapat barcode, sampai lokasi tidak bisa vaksin, harus ambil nomor antrian, ternyata nomor antrian habis, harus antri dr subuh, buang"" waktu, tenaga dan uang, birokrasi bobrok, udah bener seperti vaksin pertama, pakai ktp saja, ini berbelit belit",1,2021-07-29 09:44:09,Google Play Store
Buat Tiktok,"Daftar vaksin disini dapat jadwal hari ini jam 11 di Puskesmas Kecamatan Tambora tapi pas sampe malah dibilang udah ga dapat kuota dan ga pake online, kalo mau vaksin harus datang langsung dari pagi jam 6. Tolonglah pemda kalo kasih aturan yg sinkron. Gunanya aplikasi ini apa kalau begitu? Saya sudah luangkan waktu hari ini untuk vaksin malah ditolak mentah2 sampai di puskesmas-nya. Rumah saya dgn puskesmas ini jaraknya jauh dan cukup menyita waktu saya yg seharusnya bisa melakukan kegiatan lain",1,2021-07-03 13:36:58,Google Play Store
asmir setiana,"Aplikasi zong, susah amatasuknya buat daftar ulang vaksin ke 2",1,2021-08-16 15:58:06,Google Play Store
dwi nugroho,"Percuma,, sudah daftar dan bikin jadwal, ujung2nya ngantri Berkerumun Aplikasinya ga membantu",1,2021-07-08 11:15:22,Google Play Store
Tri Lastri,Dengan vaksin kita bisa mengurangi resiko,5,2022-02-16 02:36:26,Google Play Store
I Made Susila,Penting... utk selalu waspada terhadap datangnya wabah virus yg ada ditubuh kita agar tidak menular ke orang lain. 👍👍👍🙏💗,5,2020-12-28 09:28:06,Google Play Store
Alya Yasmin Rizkia,"Lagi error' atau gimana ya, kok gak bisa masuk",2,2021-04-02 21:55:44,Google Play Store
Nazmana Nabila,"Apakah aplikasi ini bisa di gunakan untuk ktp luar jakarta? Soalnya sudah beberapa kali mendaftar untuk melaksanakan vaksin,layanannya tidak tersedia terus,mohon infonya",1,2021-09-11 16:23:18,Google Play Store
Ahmad Zaky,"Keren euy, memberikan informasi dan pelayanan menjadi lebih baik",5,2021-11-08 21:20:06,Google Play Store
Dzaky Putra,Aplikasi sangat membantu warga DKI utk dapat info yg sangat berguna dan bermanfaat sekali,5,2020-12-11 22:46:57,Google Play Store
Pelangi Asahy Zahra,Aplikasi ini sangat membantu tetapi belum 100% akurat..,4,2020-07-21 20:28:00,Google Play Store
Selamet Ogi,Mempermuda dalam banyak hal,5,2022-03-14 20:11:37,Google Play Store
War Hamni,Aplikasi busuk saya daftar vaksin otak atik sampe seharian gk bisa daftar.puskesmas di sekitar saya gk ada,1,2021-10-22 15:59:28,Google Play Store
Faisal Surya,"Aplikasi gk guna, mw daftar vaksin gk bisa, lokasi vaksinasi faskes tdk tersedia. Auto uninstall",1,2021-07-04 09:11:30,Google Play Store
Rimizaa Ar almaa,"Kalau mau buat laporan tidak pernah dapat bantuan apapun,baik sembako maupun tunai dari awal pandemi sampai detik ini kemana?karena,email dan SMS saya kirim tidak pernah dijawab juga",2,2021-08-03 18:06:05,Google Play Store
Muhammad Zahry,"Admin tolong dong masa buat jenis klamin nya ga bisa di klik jadinya ga bisa buat mengikuti tes, soalnya saya mau keluar kota",1,2020-09-10 07:24:22,Google Play Store
Satria Pamungkas,Masa mau daftar ajja gak bisa koneksi kesalahan dari aplikasi .,1,2021-08-02 10:47:08,Google Play Store
I YI,"Aplikasi apaan, gak usah didownload & ikut tes, ujung ujungnya disuruh tetap dirumah aja.",1,2020-07-17 07:46:42,Google Play Store
Ucu Komalasari,Tiap buka survei aplikasi selalu force close,1,2019-12-23 18:50:06,Google Play Store
Edy Sumarwoto,"Baru tahap penjajagan dua bintang dulu, ditambah bila cepat tanggap",2,2020-01-15 10:40:13,Google Play Store
Steven martinlariskinapitupulu,aplikasinya udh setengah jalan tulisan sayang aplikasi jaki telah berhenti,1,2020-09-09 06:09:37,Google Play Store
DWI CAHYONO 0604,Jaki aplikasi pemantauan keramaian warga Jakarta. Sayangnya aplikasi ini jarang yang memakainya.,4,2022-05-11 16:24:27,Google Play Store
Raka Saputra,Kok saya sudah vaksin tapi belum di perbarui data nya dan di kartu vaksin tidak ada jadwal untuk vaksin ke dua?,3,2021-07-13 19:16:40,Google Play Store
Christian Salim,"Hai saya sudah daftar vaksin ke 2, tpi kenapa tidak muncul arahan untuk pre screening ya ?",3,2021-09-28 10:20:12,Google Play Store
Aw. Jimmy,"Ditanya apa jawabannya apa, gak nyambung admin jaki nya... Sepertinya sistem yang jawab... Semoga bisa lebih baik lagi kedepannya.",1,2021-05-06 13:15:44,Google Play Store
Ade Suryana,Saya beberapa kali mau download apk jaki ko ga bisa bisa ini kenapa kira²,1,2021-07-14 21:19:12,Google Play Store
Pires Zakosta,Aplikasi bego. Mao login gk bisa bisa udh se jam,1,2021-08-30 22:57:54,Google Play Store
Erlan Sakban,Waduh..benar2 semua ulasanya ..setelah saya coba..udh di tidak semau masi aja saya dibilang tidak aman..ampun dijd..aplikasi apa in..,1,2020-07-15 15:48:44,Google Play Store
mamat 08,Pas isi jak clm kenapa muncul 502 bad gateway??? Saya ulang sudah 5 kali gagal terus.,2,2020-07-23 10:12:30,Google Play Store
Tanaka Kei,"udah daftar vaksin di tempat RS katanya harus manual, dan itupun kuotanya udah penuh, aplikasi tak bisa dipakai",1,2021-07-22 11:07:21,Google Play Store
Maryati Yati,"Maaf ya kog buat masuk ke fmtom kog susah bngt ya gagal melulu tolong di perjelasan ,maaf kak soal pas masuk ftomm dtks buat permohonan selalu gagal sedang kan email dan data buat ank syaudh lengkap trs juga hrs pakai pdf klo GK bisa gmn kak",3,2021-10-04 11:01:48,Google Play Store
Abdullah 87,"Respon ok untuk laporan / aduan di bidang kebersihan, tetapi untuk di bidang lain perlu ditingkatkan...",5,2020-08-24 22:38:13,Google Play Store
devi simon,Versi Android saya sdh diatas 5.0 tp tetep gak mau klik jenis kelamin kelurahan kecamatan Dan signal internet nya jg bagus kok Bgm ini,1,2020-08-10 06:28:02,Google Play Store
Mayyasah Naylah Rifa,"Min, kenapa kok saya tidak mendapatkan survey di feature JakSurvey, (survey tidak tersedia untuk anda) begitu tulisanya!! Tolong min, Terimakasih!",1,2020-09-16 12:07:12,Google Play Store
Socrates Rawuaten,Bisah membantu dalam menjaga kesehatan dan kekebalan tubuh,5,2022-01-26 14:23:07,Google Play Store
kang jalal,Terima kasih sudah di vaksin... Walaupun sebenarnya saya tidak mau di vaksin..,4,2021-12-29 05:25:04,Google Play Store
Hadi Sugianto,"Peta aplikasi pada pantau banjir tidak update..lokasi yg terimbas banjir tidak termaping sesuai, malah yg tidak terimbas banjir termaping banjir.",3,2020-10-05 15:46:58,Google Play Store
maria cecelia,Sangat membantu n repotnya kita hrs cetak spy ad data file kertas,5,2021-04-28 20:14:17,Google Play Store
Sumarni Marni,"Air jernih ikannya jinak. Negeri yang aman sentosa,penduduknya hidup makmur.",1,2022-01-25 17:15:55,Google Play Store
Dewi Nur,Tidak ada solusi yang jelas dan tegas...auto uninstall,1,2020-08-28 23:35:03,Google Play Store
Siti Riani,Aplikasi Jaki Ini Sangat Membantu Saat Anak Saya Daftar Vaksin Usia 12 Thn - 17 Thn di GBK Senayan Tgl : 3 Juli 2021 (Mudah & Cepat)🙏🙏🙏🙏,5,2021-07-06 18:05:08,Google Play Store
Yuni Irawati,Udah cek di semua lokasi wilayah jakarta tp kuota full.. gimana dah .. ampe pegel cek satu2 😒,1,2021-09-09 11:48:08,Google Play Store
Iwan Setiawan,"Semoga dengan ada nya aplikasi ini kota Jakarta menjadi kota yang religius,maju,aman,beragam,bersih, teratur dan modern",5,2021-01-03 15:37:28,Google Play Store
benny djunaedy,"Skor CLM saya 38%an, sama dengan yg kasih komentar sblumnya. Ini self assessment Atawa cuma template ya?! Skor koq bisa seragam.",1,2020-07-15 21:04:46,Google Play Store
Zu heri,Semoga Aplikasi JAKI bisa membantu dan mempermudah warga Jakarta.,5,2021-04-29 18:30:49,Google Play Store
riski irawan,Kenapa vaksinasi di wilaya saya selalu penuh terus kapan vaksinya saya kak kalo wilayah daerah rumah saya selalu penuh belum tentu di wilayah lain di terima kak,3,2021-08-24 04:10:33,Google Play Store
Imam Harmaen,"sy mau daftar ulang vaksin ke 2 tgl 13 okt lewat aplikasi JAKI,tp tidak bisa",5,2021-10-06 14:18:39,Google Play Store
Rendi Adi Pratama,"Sumpah aplikasi lu lemot bgt di menu daftar ulang vaksin, engga jelas.",1,2021-09-29 21:36:45,Google Play Store
Rizka Fauzia,"Beri kolom buat gambar atau fhoto d kolom komentar,biar bisa tau keadaan dan lokasi sebenar nya",1,2020-10-03 20:06:38,Google Play Store
Anwar Sanusi,"Fix ini aplikasinya udah positif Corona... Aplikasi sakit, apa yg seting sistemnya yang gak waras??",1,2020-07-16 18:41:33,Google Play Store
Anre Satria Akbar,"Aplikasinya sangat berguna, mempermudah warga untuk melaporkan banyak hal tentang permasalahan di DKI Jakarta. Good 👍👍👍",5,2020-07-26 17:00:22,Google Play Store
Jelita G,"MAKAN KALIAN VAKSIN KALIAN ITU!!PENIPU!! KALO GA ADA JENIS VAKSIN SESUAI YANG TERTERA DI JAKI GA USAH TULIS DONG!! MEMANGNYA SEMUA ORANG PUNYA WAKTU BUAT IJIN VAKSIN BOLAK BALIK??!! UDA DATANG KE TEMPAT KATANYA TAK ADA, PEMERINTAH LAGI GENCAR2 NYA VAKSIN AZ!! ITU SAMA AJA BOHONG!! 😡😡😡😡😡😡😡😡😡😡",1,2022-03-30 16:26:10,Google Play Store
Hendrik Markus,"Info dan layanan nya cepat,,,",5,2020-04-19 21:05:15,Google Play Store
Abu Rasya,TL yang dilaporkan beberapa x asbun dan tidak sesuai dengan kondisi di TKP.,3,2021-09-13 20:33:16,Google Play Store
Yohanes Surya Angkawijaya,"Anjrit, itu hasil CLM bisa gitu, 37 %, ngayal apa gimana tuh hasil, goblok bner dagh yg bikin aplikasi 🤣🤣🤣",1,2020-07-15 21:58:48,Google Play Store
egi rizki,Ini kenapa kok saya mau daftar vaksin tpi keterangan sistem sedang sibuk terus. Gajelas,1,2021-09-02 23:09:41,Google Play Store
Bahrum Harahap,Sangat membantu dan mempermudah akes informasi,5,2021-10-21 05:35:28,Google Play Store
Oetomo Maslim,Kerja sdh sangat baik.dari pihak kelurahan . Semua surat dan bisa cepat di prosesnya.,5,2020-03-27 19:57:46,Google Play Store
Hanina Yasmin,Mudah2an berguna bagi banyak orang dan bisa membantu kami dalam proses belajar,5,2020-07-21 20:47:20,Google Play Store
Ahmad Fauzi,nggak ada bagus2nya.. bisa nggak sih bikin aplikasi,1,2021-08-12 20:19:17,Google Play Store
Boedy Soetyarso,Aplikasi msh banyak hrs di perbaiki,2,2020-03-17 20:08:27,Google Play Store
Arief Purnomo,"Survei CLM sebaiknya ditinjau ulang, diisi jujur dengan tanpa resiko corona, tetapi hasilnya Tidak Aman....Aneh, dan mohon dijaga kerahasiaan informasi pribadi user, jangan sampai disalahgunakan....",1,2020-07-15 14:55:00,Google Play Store
Siska Aprianti,"Ga guna aplikasinya, udah jawab jujur hasil nya 28. Meragukan banget aplikasinya. Gimana sih ini aplikasi",1,2020-08-07 09:46:22,Google Play Store
Askia Dianni,"Apk apaan sih, udh 3 kli install uninstall tetep aja Jak CLM nya gk ada",1,2020-07-22 07:49:29,Google Play Store
Dino Arifin,"Sedikit info yang membingungkan. Mohon untuk dicermati kembali buat Admin mengenai informasi jadwal vaksin yang ke 2, informasi antara aplikasi JAKI dan SMS 1199 tidak sinkron. (di aplikasi JAKI jadwal vaksin ke 2 saya tgl 9 Juli, sementara dari SMS 1199 di jadwalkan tanggal 23 Juli.",4,2021-07-21 21:09:24,Google Play Store
Deva Christin laoli official,Aplikasi ini kenapa sih saya mau daftar vaksin tapi saya cari² kelurahannya katnya koutanya habis terus saya harus gimana tolong lah perbaiki saya mau daftar vaksin,1,2021-08-29 11:42:16,Google Play Store
Imas Rizky,"Server payah, tidak ada form isi CLM, lewat web juga error",1,2020-07-22 20:57:20,Google Play Store
Alam Afsanudin,"Susah login untuk daftar vaksin, tolong di perbaiki",1,2021-07-12 12:47:49,Google Play Store
Vonny Kay,"Mau daftar kok pas milih jadwal vaksin malah gak bisa ya. Malah ada keterangan ""maaf tanggal tidak tersedia, silahkan ganti faskes"" pas ganti ke RS lain malah keterangannya gitu lagi. Ini gimana ya ?",4,2021-06-27 11:29:14,Google Play Store
RY VAL,Sangat Bermanfaat dan Cepat di tindak lanjuti😊👍,5,2020-01-06 04:02:04,Google Play Store
Farkhan Adiputra XI-MM1,reCaptha nya ganggu sumpah. Internet saya baik baik aja. Login nya lama banget si loading terus heh. Ini saya pengen vaksin dosis 2. Kmrn enak enak aja. Kok skrng abis diperbarui malah begini si. Tolong dong,1,2021-08-10 13:24:32,Google Play Store
Sarinah Fitriah,Semoga aplikasi JAKI semakin update sesuai dengan berbagai kebutuhan warga jakarta,5,2020-07-27 12:05:42,Google Play Store
achmad s,"Sebelumnya ga bisa daftar vaksin. Ternyata karna harus Update Chrome dulu. Setelah itu jadi mudah daftarnya. Saya langsung vaksin di hari yg sama jam 12, rabu 13juli di Smesco, kuotanya masih banyak loh diatas 400. Malah yg hari kamis sudah habis kuotanya. Cara lihat kuota : ke web corona.jakarta.go.id lalu klik sebelah kanan garis 3 - klik vaksinasi - klik kuota vaksinasi jaki , tunggu loadingnya. Kelihatan deh tempat mana yg masih ada kuotanya. Tinggal di kec.KramatJati milih smesco krn dekat",5,2021-07-13 17:26:03,Google Play Store
Muhammad Iqbal,Terima kasih sudah memperbaiki kekurangan dari versi sebelum'a,5,2021-07-28 08:53:00,Google Play Store
Dek Nyani,"minta update, setelah diupdate tambah runyam gaessss",2,2021-08-27 08:37:14,Google Play Store
Gita Febriana,Berkat jaki saya yang bukan ktp jakarta bisa sangat mudah sapat vaksin.. terimakasih,5,2021-07-09 14:14:56,Google Play Store
Nando Supratman,"Sudah 2 hari mau daftar vaksin gk bisa2, dipaksa sehat melalui aplikasi yg sakit,....",1,2021-08-24 18:09:04,Google Play Store
Hisyam Ahmad faqih,"Aplikasi bagus sesuai kebutuhan warga jakarta, thank you",5,2020-01-16 14:10:00,Google Play Store
X-POWER-13,"Saya lapor parli sesuai lokasi dan patokan ,kenapa gak di tindak lanjuti, malah di kasih foto lama bahwa selesai ,di kira saya gak tau....maaf saya uninstall saja gak guna ,noh yg parli masih tiap hari dia , mengganggu jalan aja, rumah di mana parkir dimana , terimakasih",1,2021-10-13 21:44:31,Google Play Store
Rizky Rochmani,Kendala internet terus.. padahal aplikasi lainya ga ada masalah.,1,2021-10-26 08:26:02,Google Play Store
Luna Cantik,ga guna . ga ada fasilitas kesehatan semua,1,2021-07-06 15:14:57,Google Play Store
#WHY 666,"Asuu ni apps, sehari update aplikasi smpe 3 kali. Amatiran bnget developernya.",1,2020-04-22 18:13:34,Google Play Store
Liyesra Isnastia,"Halo JAKI, bisa tolong bantu sy? Sy mau daftar vaksin Covid19 di Jakarta Selatan - Pesanggrahan - Bintaro, tp selama hari ini dicoba berkalikali pilih tanggal keterangannya ""tanggal tidak tersedia"" untuk SELURUH wilayah yg sy coba. Solusinya gimana ya? Tolong sekali utk diperhatikan dan direspon segera.",2,2021-06-26 18:06:54,Google Play Store
Mohamad Aldi yansya,Aplikasi ya lama bangat layana kurang bagus,1,2021-10-28 10:48:15,Google Play Store
Muhamad Farhan Waladi,sayangnya utk survei pelayanan ataupun masalah diaplikasi ini belum ada.,2,2019-12-12 22:06:09,Google Play Store
Nandar,"Kenapa setiap saya daftar vaksin,quota selalu penuh terus..? Gimana ini aplikasiNya...",3,2021-09-08 20:59:40,Google Play Store
Dewwy Delfinka,Satu aplikasi bisa untuk ngapain aja Sangat membantu ......,5,2021-07-08 17:24:23,Google Play Store
Muhamad Bagas,"Kacau ngurus sikm susah bnr sekarang harus ada tes hasil com segala, mana hasilnya gak jelas orang gak ada penyakit malah gak diijinkan untuk pergi, oyy min ini gw pergi bukan untuk traveling tapi buat ngajar di daerah tertinggal kasian anak² jd terlantar",1,2020-07-12 17:33:19,Google Play Store
Imam Taufik,Gabisa daftar vaksin karena waktu nya ga keluar,1,2021-06-26 12:01:59,Google Play Store
Aura Alisha,"Saya bsk mau vaksin ke 2 knapa tidak bisa msk ya dr kmrn, tolong ksh tau knapa ini ? Trus memang ga bs2 gmn ini apakah ada cara lain atau sy datang langsung aja ketempat pertama saya vaksin?? Tlng respon secepatnya... Tq",2,2021-08-23 13:08:27,Google Play Store
Asep Rudi Hermawan,Lumayan sih buat donlot sppt pbb cuman abis donlot nih suka ngajak temennya alias ngebuka link yg unfaedah (iklan).,1,2021-11-13 15:10:32,Google Play Store
Budi Yanto,Saya senang karena mendapatkan info yg lengkap dari jaki.semoga jakarta makin baik seperti kota2 besar lain nya.,5,2020-11-25 19:57:17,Google Play Store
Arie Yanuartaba,"Sebagai masyarakat Jakarta aplikasi ini usefull bgt. Kita bisa melaporkan sesuatu yg gx sesuai peraturan langsung ke pemprov, and even more jaki now has jakclm yg user friendly. Two thumbs up for you guys..",5,2020-07-26 17:23:34,Google Play Store
Sulaksono Budi,"Bagus, updet terus..integrasi dg transjak ma jaklimgko",5,2021-01-19 16:12:34,Google Play Store
Yasmin Assyifa24,"Gak bisa digunakan pdhl udh diupdate,, percuma deh",1,2020-07-22 15:46:56,Google Play Store
ASTOK 007,"Tolong di perbaikin lagi dong sistemnya ,, agar untuk semua pelaporan permasalahan di wilayah ,, pihak pelapor harus memakai photo yang baru jadi kadang pihak pelapor permasalahan memakai photo yang udah lama",5,2021-09-21 17:58:37,Google Play Store
Cak Sugio,"Kepada seluruh admin JAKI tolong di perbaiki lagi ya, Keluarga semua sudah vaksin 2 kali, Mulai pertama sampai kedua, Kenapa kami cek masih juga belum terdaftar, Jangan main2 sama masyarakat awam ya, Kaki sudah masuk kan NIK dan NAMA sesuai KTP, dan hasil nya selalu belum tetdaftar. Ingat JANGAN MAIN2 DENGAN MASYARAKAT AWAM, CAM KAN ITU",1,2021-11-09 16:42:58,Google Play Store
rizky mochtar,Baru hanya sebagai news blm bisa jadi solusi permasalahan dlm layanan publik.,3,2020-02-01 10:31:11,Google Play Store
Queen Anaphalis Javanica Official,"Sy dari sulteng udah kejebak di jkrta dari bln 3 mau balik k sulteng akhir bulan, selama 3 bln hanya di dlm apartemen dan g ada kontak dengan pasien covid coba ikut tes ini biar bisa pulang k sulteng tapi hasil tes malah Tidak Wajib kemana mana g bisa kmn d rumah aja, gw udah kehabisan duit g ada krjaan gw mau balik k kampung gw wooyy.. Aplikasi membunuh",2,2020-07-16 20:37:04,Google Play Store
andi pangauan,Aplikasi ga jelas..... Di isi tidak aman....mendingan tutup aja akses ke jakarta dri pda di persulit kaya gni,1,2020-07-18 02:03:20,Google Play Store
Yoyok Subagyo,PSBB hrs kita ulang lagi karena kita kurang tertib dan disiplin. Apa boleh buat,3,2020-09-10 12:36:35,Google Play Store
Dian Tantowi,Kepada pemprov dki tolong apakah aplikasi ini bisa tidak di perbarui lagi sistemnya untuk memantau bani ormas agar tidak lepas kendali cckkuuaakkzzz,5,2020-01-28 11:50:03,Google Play Store
Afandi Satya Pratama,Aplikasinya bagus dan ada fitur yang menarik aku kasih bintang 5,5,2021-09-12 22:08:26,Google Play Store
Indika Putri,"Ko saya ga bisa di klik ya, jadi gabisa lanjutin tes nya",1,2020-09-09 13:50:26,Google Play Store
Lena Sinta,"Saya udh daftar via online dan udah dapet jadwa,tapi aplikasi jaki nya error apa saya masih bisa vaksin???",1,2021-08-02 15:12:18,Google Play Store
Bang_ Canal,"Mantul banget. Kami SBG warga Jakarta mengucapkan terimakasih kpd Bp.ANIS yg telah meluncurkan apk.jaki, sangat membantu sekali utk mengetahui info ttg jakarta. TERIMAKASIH sebelumnya",5,2021-03-17 20:05:29,Google Play Store
dede vincent hasmi,Ah ga bener ni yg CLM masa iya gw dah di rumah ga kemana selama 4 bulan ini di bilang ga aman hasil test 38 sekian ga pernah ngumpul2 ketemu org yg pdp coba tetep tidak aman perbaiki hasil test nyaa biar ga ngaco gini,1,2020-07-15 23:56:43,Google Play Store
Agus Suhandi,Aplikasi nggak jelas.. Masa kita bikin laporan pengaduan lewat aplikasi ini tapi email pelaport di beritahu ke fihak terlapor.. Kapok pake apl in,1,2021-05-30 11:36:16,Google Play Store
Quenza Azzahra,Mau daftar vaksin tidak bisa nik tidak terdaftar kok aplikasi kaya gini digunakan,1,2021-08-23 12:48:48,Google Play Store
Irwn Digidau10,aplikasinya ga jelas sumpah..daftar dari tengh malem smpe siang hari kuota penuh terus.apa gunanya aplikasi ini.cuma abisin kuota aja,1,2021-07-16 11:13:13,Google Play Store
Devi Lestary,Apk nya eror Mulu buat daftar aja gak bisa bintang satu dulu deh Tolong di perbaiki ya,1,2021-08-30 07:53:19,Google Play Store
Salma Apriyanti,Bagus aplikasi yah sangat membantu menjadika Jakarta yg lebih baik 😊,5,2021-07-03 14:23:06,Google Play Store
Sofyan Syah,Sy udh vaksin ke 1 tpi kok belum terdaftar y dan blm dpt surat nya juga,3,2021-07-21 18:23:29,Google Play Store
Cahyani Mustika,"buat belajar online aja dah boros kuaota ini lgi nyuruh download app .. buat pemerintah kalian harus nya melihat sisi negatif ny juga buat warga yg ekonominya kurang mampu jg cma bisa nya nyuruh ini itu gw tau maksud kalian bagus untuk memutus mata rantai covid tapi di perhatikan juga dampak nya...kalian enak di rumah pun di gaji dapat income dri pusat gmn dg yg buruh serabutan yg kena imbas pandemi ini buat makan hari,bayar kontrakan aja udah susah ini lgi di tambah kuota trs.. MIKIR WOI",1,2020-08-06 00:17:14,Google Play Store
Home Soul,Saya kasih bintang 5 biar di baca . Banyak laporan palsu .di tindak besok nya ada lagi parkir liar nya . Apa seperti ini yg membuat kota Jakarta maju . Saya harap betul betul di tindak lanjuti dengan serius .bukan hanya foto saja lalu di tingal . Kita pengguna jalan kaki sudah di rampas hak nya oleh parkir liar yg seenaknya jidat nya parkir di pendestrian . pendestrian lebar untuk lahan parkir liar jadi nya,5,2021-03-25 12:42:29,Google Play Store
Dony Ducks,"mohon maaf sy kecewa sy sudah mendaftarkan diri untuk mengikuti vaksin dengan tanggal dan kwota masih ada,ketika sy sudah mendaftarkan diri sampai di lokasi di bilang sudah tutup kwota sudah penuh",1,2021-07-29 11:24:09,Google Play Store
Muslimah Corner,"Untuk yg bilang aplikasi jakCLM itu sampah, gue bilangin ke elu ya.... lu itu bener. Nyesel download dan ngisi form. Uninstall ajah...",1,2020-07-16 09:47:00,Google Play Store
Muhammad Al Farabi,Masalah jaringan kurang bagus padahal internetnya kenceng,1,2020-07-22 19:53:15,Google Play Store
Vincent Ismawan,"Sangat tidak berguna, tidak bisa menjawab pertanyaan dari masyarakat",1,2021-11-25 20:02:46,Google Play Store
Angga MS,"Ga ada gejala, dah 5 bulan di bali mau balik ke tangerang tapi malah CLM bilang ga aman. Ga sakit ga kontak dengan org sakit... Percuma aja ini aplikasi dibuat",1,2020-07-14 11:50:30,Google Play Store
Edi Sud,Aplikasi yang sangat baik dan sangat membantu,5,2022-01-05 05:40:01,Google Play Store
Reggy Helva,"Paling relevan dipilih,sehingga mungkin beberapa komentar telah difilter",5,2020-08-11 14:02:23,Google Play Store
ghalibia alita,situsnya Tidak bisa dijangkau lagi dan tidak bisa daftar online untuk daftar vaksin,1,2021-08-02 16:50:43,Google Play Store
Fauzan Ahmad,"tolong dong captcha di web vaksinnya diperbaiki, saya mau daftar untuk vaksin kedua malah jadi dipersulit",3,2021-08-16 16:40:12,Google Play Store
indra budi permana,gak fungsi daftar vaksin jam brp tetep aja ngantri ga guna,1,2021-08-04 12:16:51,Google Play Store
Iwan Santoso,Aplikasi gembel..... Abal-abal...,1,2022-03-09 19:01:34,Google Play Store
Fajar Sidik,Admin kenapa jakCLM di aplikasi saya ga ada ya padahal belum pernah saya gunakan.. mohon bantuannya,3,2020-07-28 19:20:11,Google Play Store
Kim Khan,Ini gimana sih apk nya saya mau daftar vaksin pertama ada Bacaan nya kuota penuh penuh trs! Tolong dong jgn begini kata nya vaksin itu penting tapi ko gini sih saya mau daftar vaksin aja ribet begini sih gabisa bisa giliran ga vaksin aja pada ribet suruh vaksin tapi ko gini harus nya jgn gini lah kuota penuh trs kecewa banget saya,1,2021-08-29 22:22:32,Google Play Store
Anggi Ismail,Gmn si ini. Gua mau daftar vaksin ke 2 kuotanya penuh padahal pas diliat masih ada sisa kuota. Gatau ini aplikasinya yg eror apa ngaco dh,1,2021-08-31 17:05:30,Google Play Store
Ahmad Zulfikar,Good job aplikasinya rekomendasi saya penangannya cepat sekali Terima kasih,5,2021-06-26 17:59:11,Google Play Store
Maziidah Salsabilah,"Gak bisa di pencet pilihannya, padahal waktu itu bisa kenapa jadi gak bisa? Jadi gak bisa isi jakclm, nih",2,2020-09-08 05:39:01,Google Play Store
L Kurniawan,Aplikasi nggak jelas masih jauh dari aplikasi Qlue Smartcity.,1,2020-03-30 21:11:14,Google Play Store
Naru Naru,Abis vaksin pertama di tanggal 30 Juli kok belum dapat sertifikat nya ya?... Aku cek nik di aplikasi jaki aku malah anda belum di vaksin aku daftar vaksin di aplikasi jaki 😌,2,2021-08-04 11:17:54,Google Play Store
Idah Wati,Semakin baik pelayanan n infonya cepat di dpt,5,2020-03-10 11:46:30,Google Play Store
maryani nani,Helo JAKI tolong dong siapa yg bisa aplikasi JAKI saya ini suda habis cara nya meng aktif kan lagi trim,2,2020-04-27 14:56:22,Google Play Store
Agung Widodo,Bikin akun baru n aktivasi nya by email. Tp di cek email tdk ada email aktivasi akun baru.,1,2021-06-22 16:02:03,Google Play Store
Andry Nurzaman,"Maju terus kota Jakarta. Semoga bisa membantu, dan kordinasi, tindak lanjut bisa lebih optimal",5,2019-11-26 19:08:17,Google Play Store
Jenny Sudarmawan,"Aplikasi sampah.. Mau daftar vaksin dosis ke-2 susah bgt.. Ngapain pake daftar lagi kalo udah dapat dosis pertama, kan udah dijadwalin kapan vaksin dosis ke-2.. Emang ga niat bikin aplikasi. SAMPAH!! Jangan bilang yang reply komen saya ini BOT..",1,2021-09-20 19:06:37,Google Play Store
Rina Nurlitafbbjfo,Sangat membantu untuk segala informasi tentang saat ini,5,2021-08-31 13:40:43,Google Play Store
Ahmad Rojak,Sangat membantu...,5,2022-02-07 10:52:59,Google Play Store
Noviana Isbanginah,Saya besok akan pergi naik kai.tapi ini aplikasinya gak bisa diisi sama sekali. Bagaimana pakainya sihhh....,1,2020-09-09 21:40:08,Google Play Store
Dera Ahmad,"Aplikasi bapuk, mau buat daftar vaksin aja gak bisa",1,2021-07-13 06:20:07,Google Play Store
limsin sen,Informasi dari pemda dki cepat dan akurat,5,2021-08-15 12:32:39,Google Play Store
rosmala dewi,"Awesome!!!, Good aplikasi. Di tunggu update selanjut ny",5,2021-05-06 20:29:47,Google Play Store
Pratiwi Gustrian,"Emng bener aplikasi sampah, udj ikut vaksin jg keterangan nya belom pernah vaksin, udh hub admin via email jg tetep aja data sy belom berubah, yaitu belom di vaksin. Heran apbd Jakarta paling besar ttep aja yg dbkin aplikasi sampah....",1,2021-07-20 19:27:38,Google Play Store
